,ABQ,AMA,ANC,ATL,AUS,BDL,BFI,BGR,BHM,BIL,BNA,BOS,BUF,BWI,CHS,CLE,CLT,CMH,CPR,CRP,CVG,DAY,DEN,DFW,DLH,DSM,ERI,EWR,FAI,FLL,FWA,GEG,GPT,GRB,GSO,GSP,HNL,HSV,IAD,IAH,ICT,IND,JAN,JAX,JFK,LAS,LAX,LBB,MBS,MCI,MCO,MDW,MEM,MIA,MKE,MLI,MSP,MSY,MYR,OAK,ONT,ORD,ORF,PBI,PDX,PHF,PHL,PHX,PIT,PWM,RDU,RFD,RIC,RNO,ROC,RST,RSW,SAN,SAT,SAV,SDF,SEA,SFB,SFO,SJC,SLC,SMF,SRQ,STL,SYR,TPA,TUL,TUS
SAN,627.157661386839,0,0,1887.64527918312,1162.06797062151,0,0,0,0,0,1747.44972898015,2582.51274985834,0,2290.27256819389,0,0,2072.63445194052,0,0,0,0,0,852.154044916925,1168.51786600949,0,0,0,2420.42583602317,0,0,0,0,0,0,0,0,2610.30357744569,0,2248.46460297113,1300.7030273907,0,0,0,0,2440.91992803674,258.76370153062,109.182447863988,0,0,1331.24095286885,2144.83301829204,1725.03285275859,0,0,0,0,1530.40477835473,0,0,446.395136075848,0,1720.10364096251,0,0,933.738688115681,0,2365.05197010331,303.630341908281,0,0,0,0,0,489.060992428692,0,0,0,0,1127.47046672743,0,0,1051.57864016533,0,446.723699390103,417.205253624925,626.596322381611,480.117344384831,0,1554.2522364587,0,0,0,366.906187074923
SAT,0,0,0,872.892958964437,0,0,0,0,0,0,821.270109274461,0,0,1405.60648535418,0,0,1093.60449943075,0,0,0,0,0,795.366487937759,247.297448797627,0,0,0,1567.44886917752,0,0,0,0,0,0,0,0,0,0,1360.45259491483,190.217214473372,0,0,0,0,1585.12431263775,1067.24810116859,1208.42104413268,0,0,0,1039.14115235915,1036.76773906441,624.871380605083,0,0,0,1098.52077430663,0,0,0,0,1042.36736727504,0,0,0,0,1494.02090568778,841.47478974556,0,0,0,0,0,0,0,0,0,1127.47046672743,0,0,0,1773.64495211086,0,1479.93350968798,0,1086.96313797668,0,0,786.63096121178,0,970.601101809403,0,0
SAV,0,0,0,214.262512813858,0,0,0,0,0,0,0,0,0,0,0,0,213.781893242045,0,0,0,0,0,0,923.395238137056,0,0,0,708.802118456366,0,0,0,0,0,0,0,0,0,0,515.853548585686,849.293907517311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773.934986325726,0,0,0,0,630.011187141532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDF,0,0,0,321.964230124777,0,0,0,0,0,0,0,0,0,493.805452518363,0,304.246262789989,335.117606754008,0,0,0,0,0,1021.35814115441,731.895027217215,0,0,0,640.827094488335,0,0,0,0,0,0,0,0,0,0,450.386149628336,788.039408954896,0,0,0,0,660.115437165409,1620.20793152399,0,0,0,0,720.000252874754,271.408664886931,319.556922650232,912.616920554163,0,0,603.39927615687,0,0,0,0,286.756554129711,0,0,0,0,575.094627302698,1503.05778636773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.81537814724,0,728.566896001103,0,0
SEA,1179.01348700658,0,1445.17507431086,2178.02612444841,1769.38467563178,0,5.60625406160621,0,0,662.069735354224,0,2489.06129098054,0,0,0,0,2274.61088276008,0,0,0,1959.80983999741,0,1022.25956860486,1658.01565925579,0,0,0,2395.41819831595,1529.64664527403,2714.07298539456,0,223.036010371926,0,0,0,0,2676.98914569361,0,2300.22682396501,1872.55863331756,0,0,0,0,2415.19376532547,866.934151979444,955.050318570526,0,0,1486.16434030834,2550.69130446015,1728.86679950244,0,2721.43934585286,1689.79254445806,0,1394.94534180838,0,0,672.175574003346,957.198965974897,1716.17872704683,0,0,129.274476222856,0,2372.32644381014,1107.24208084433,0,0,0,0,0,563.815548187451,0,0,0,1051.57864016533,1773.64495211086,0,0,0,0,679.237629300847,697.213252100028,687.722935314179,605.929797885134,0,1705.36201785813,0,0,0,1216.40164856216
SFB,0,0,0,0,0,0,0,1299.76468218283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124.26076662886,0,0,0,0,872.118578974549,0,0,0,511.442871657913,426.645290094194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.253142485272,0,1018.87623039336,0,0,0,0,0,0,0,0,0,639.208337592377,0,0,0,0,0,1026.04368537959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFO,894.397785508922,0,0,2134.36648748875,1501.3342558193,0,0,0,0,0,0,2697.68884346666,0,2451.05814129124,0,2156.25784463712,2291.11884151391,0,0,0,2031.46689533,0,964.909049478229,1461.51852834982,0,0,0,2559.21329261448,0,2579.3622248493,0,733.185279440087,0,0,0,0,2396.6678546451,0,2413.182691488,1632.55866818472,0,0,0,0,2579.95947433075,413.169914892455,337.542984543817,0,0,1495.32910614112,2441.60890634118,1850.22749117546,0,2581.15075007636,1840.83953285082,0,1585.4569148621,1907.36501502901,0,0,363.390213043209,1841.83489794299,0,0,550.806881909661,0,2515.30944868826,650.018426448726,2248.42903648735,0,2394.46630433622,0,0,191.604175246055,0,0,0,446.723699390103,1479.93350968798,0,0,679.237629300847,0,0,0,597.741022391812,85.7100071871338,0,1731.17054112298,0,0,0,750.684206353579
SJC,0,0,0,2111.32707962805,1473.61782051322,0,0,0,0,0,0,2682.41892102668,0,0,0,0,0,0,0,0,0,0,945.987190563893,1435.58943914107,0,0,0,0,0,0,0,0,0,0,0,0,2414.66524678387,0,0,1605.23770752078,0,0,0,0,2563.17933342801,385.56933704969,308.051358320465,0,0,0,0,1833.35883454362,0,0,0,0,1572.19783530172,0,0,0,333.341847038481,1825.15076212733,0,0,569.451851188322,0,0,620.570751357022,0,0,0,0,0,188.33697517746,0,0,0,417.205253624925,0,0,0,697.213252100028,0,0,0,583.459447111052,0,0,0,0,0,0,0
SLC,493.146154119772,0,2120.84189287227,1586.83396314234,1085.35650481257,0,0,0,0,387.364253976131,1401.06547112345,2100.08701741259,0,1860.18465233663,0,0,1723.53770259378,0,319.284677753742,0,1446.41924646847,0,389.990286273035,987.708275539101,0,0,0,1963.80707851575,0,0,0,546.065338554391,0,0,0,0,2990.90057664012,0,1823.49761890448,1194.56592756557,0,1351.6119342753,0,0,1984.53462539901,367.836274369519,589.914181651596,0,0,917.527889004743,1928.40981182622,1255.53462648937,1259.33840720736,0,0,0,988.993975957438,1426.90373653672,0,587.144126631525,557.93120887645,1246.64367123595,0,0,628.71280245941,0,1921.90438748739,508.153941935403,0,0,0,0,0,420.847834974015,0,0,0,626.596322381611,1086.96313797668,0,0,687.722935314179,0,597.741022391812,583.459447111052,0,530.512359767992,0,1153.27077492752,0,0,924.479573716139,601.986252879698
SMF,0,0,0,2087.77740261571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907.107177155585,1428.27615431432,0,0,0,0,0,0,0,0,0,0,0,0,2460.39354960119,0,2352.22195335379,1606.9263361783,0,0,0,0,2515.04286911068,396.883270625233,373.107788594938,0,0,0,0,1785.90936921967,0,0,0,0,1514.036315594,0,0,0,389.823834708929,1777.10334761683,0,0,479.084792426496,0,0,646.269627691627,0,0,0,0,0,0,0,0,0,480.117344384831,0,0,0,605.929797885134,0,85.7100071871338,0,530.512359767992,0,0,0,0,0,0,0
SRQ,0,0,0,445.419857846967,0,0,0,0,0,0,0,1221.43089835373,0,0,0,0,548.530567658082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042.73098533063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STL,931.789436616688,0,0,484.081361984871,0,0,0,0,411.132861552273,0,271.81114381256,1044.33616275134,0,736.051066508261,0,486.315952984955,574.415196637117,408.524947620172,0,0,307.289211542798,0,767.757028806328,550.182575862096,0,0,0,870.187498837313,0,1057.79699894221,0,0,0,0,0,0,0,0,694.529832802697,668.392436672357,0,0,0,0,890.371915560522,1368.26009664964,1588.79675338683,0,0,236.225943479898,882.358161173853,251.151066211893,257.016001309291,1069.87968373265,317.568980631907,0,448.44157624529,605.003554783643,0,0,0,258.144931376624,0,0,0,0,811.564755126695,1259.4839592177,552.482318747182,0,666.167903567447,0,0,0,0,0,980.340579986472,1554.2522364587,786.63096121178,0,253.81537814724,1705.36201785813,0,1731.17054112298,0,1153.27077492752,0,0,0,0,870.170675918316,350.076679409646,0
SYR,0,0,0,793.934219063218,0,0,0,0,0,0,0,263.929440892428,0,0,0,316.230298287691,603.80412139319,0,0,0,0,0,0,0,0,0,0,194.564724222263,0,0,0,0,0,0,0,0,0,0,296.365741475744,0,0,0,0,0,208.546952773326,0,0,0,0,0,1055.00064430968,0,0,0,0,0,857.87815035683,0,0,0,0,605.192650782271,0,0,0,0,228.25953794937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPA,0,0,0,406.993223140717,926.059198802263,1112.65690218727,0,0,460.137545156589,0,612.994138039886,1185.93366645832,1055.62861001822,843.815095973108,0,929.211446122044,508.818550253337,830.977736608658,0,0,774.887328212336,829.721311691184,1505.37463711486,927.573803854494,0,0,0,998.769249550909,0,196.862095221164,0,0,0,0,0,0,0,0,812.099749208952,786.098679283676,0,839.319569165292,0,181.337167973604,1006.38783915395,1980.71264096183,2154.07064275583,0,0,1048.22355066498,0,998.546028815104,655.840534755292,204.537741403482,1077.02761079653,0,1307.92235436188,487.162017828994,0,0,0,1013.67713120061,717.999403317623,174.244256864563,0,0,921.386978325649,1785.15334964615,874.657602186983,0,588.401674007976,0,0,0,0,0,0,0,970.601101809403,0,728.566896001103,0,0,0,0,0,0,0,870.170675918316,0,0,0,0
TUL,0,0,0,672.528297547086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540.645551892352,237.327604214618,0,0,0,1212.22593177188,0,0,0,0,0,0,0,0,0,0,1025.28304190175,430.534514567678,0,0,0,0,0,1073.22638658319,1280.14794772444,0,0,0,0,0,341.447416471049,0,0,0,616.035801614711,0,0,0,0,585.026618791705,0,0,0,0,0,933.225926186704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924.479573716139,0,0,350.076679409646,0,0,0,0
TUS,320.89639001059,0,0,1537.96191094213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639.313798818847,811.362498581969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934.259130611077,0,0,0,0,0,364.711556531287,450.475327444872,0,0,0,0,1437.82328078752,0,0,0,0,1297.05239767145,0,0,0,0,1435.13803303165,0,0,0,0,0,110.306605904078,0,0,0,0,0,0,0,0,0,366.906187074923,0,0,0,1216.40164856216,0,750.684206353579,0,601.986252879698,0,0,0,0,0,0,0
